packet_index,timestamp,frame_length,ethernet_src,ethernet_dst,src_ip,dst_ip,protocol,ttl,src_port,dst_port,summary
529,2026-02-24T16:08:49+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41529,443,synthetic TCP packet 93.184.216.12:41529 > 93.184.216.10:443
530,2026-02-24T16:08:50+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41530,443,synthetic TCP packet 93.184.216.12:41530 > 93.184.216.10:443
531,2026-02-24T16:08:51+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41531,443,synthetic TCP packet 93.184.216.12:41531 > 93.184.216.10:443
532,2026-02-24T16:08:52+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41532,443,synthetic TCP packet 93.184.216.12:41532 > 93.184.216.10:443
533,2026-02-24T16:08:53+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41533,443,synthetic TCP packet 93.184.216.12:41533 > 93.184.216.10:443
534,2026-02-24T16:08:54+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41534,443,synthetic TCP packet 93.184.216.12:41534 > 93.184.216.10:443
535,2026-02-24T16:08:55+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41535,443,synthetic TCP packet 93.184.216.12:41535 > 93.184.216.10:443
536,2026-02-24T16:08:56+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41536,443,synthetic TCP packet 93.184.216.12:41536 > 93.184.216.10:443
537,2026-02-24T16:08:57+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41537,443,synthetic TCP packet 93.184.216.12:41537 > 93.184.216.10:443
538,2026-02-24T16:08:58+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41538,443,synthetic TCP packet 93.184.216.12:41538 > 93.184.216.10:443
539,2026-02-24T16:08:59+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41539,443,synthetic TCP packet 93.184.216.12:41539 > 93.184.216.10:443
540,2026-02-24T16:09:00+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41540,443,synthetic TCP packet 93.184.216.12:41540 > 93.184.216.10:443
541,2026-02-24T16:09:01+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41541,443,synthetic TCP packet 93.184.216.12:41541 > 93.184.216.10:443
542,2026-02-24T16:09:02+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41542,443,synthetic TCP packet 93.184.216.12:41542 > 93.184.216.10:443
543,2026-02-24T16:09:03+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41543,443,synthetic TCP packet 93.184.216.12:41543 > 93.184.216.10:443
544,2026-02-24T16:09:04+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41544,443,synthetic TCP packet 93.184.216.12:41544 > 93.184.216.10:443
545,2026-02-24T16:09:05+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41545,443,synthetic TCP packet 93.184.216.12:41545 > 93.184.216.10:443
546,2026-02-24T16:09:06+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41546,443,synthetic TCP packet 93.184.216.12:41546 > 93.184.216.10:443
547,2026-02-24T16:09:07+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41547,443,synthetic TCP packet 93.184.216.12:41547 > 93.184.216.10:443
548,2026-02-24T16:09:08+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41548,443,synthetic TCP packet 93.184.216.12:41548 > 93.184.216.10:443
549,2026-02-24T16:09:09+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41549,443,synthetic TCP packet 93.184.216.12:41549 > 93.184.216.10:443
550,2026-02-24T16:09:10+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41550,443,synthetic TCP packet 93.184.216.12:41550 > 93.184.216.10:443
551,2026-02-24T16:09:11+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41551,443,synthetic TCP packet 93.184.216.12:41551 > 93.184.216.10:443
552,2026-02-24T16:09:12+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41552,443,synthetic TCP packet 93.184.216.12:41552 > 93.184.216.10:443
553,2026-02-24T16:09:13+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41553,443,synthetic TCP packet 93.184.216.12:41553 > 93.184.216.10:443
554,2026-02-24T16:09:14+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41554,443,synthetic TCP packet 93.184.216.12:41554 > 93.184.216.10:443
555,2026-02-24T16:09:15+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41555,443,synthetic TCP packet 93.184.216.12:41555 > 93.184.216.10:443
556,2026-02-24T16:09:16+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41556,443,synthetic TCP packet 93.184.216.12:41556 > 93.184.216.10:443
557,2026-02-24T16:09:17+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41557,443,synthetic TCP packet 93.184.216.12:41557 > 93.184.216.10:443
558,2026-02-24T16:09:18+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41558,443,synthetic TCP packet 93.184.216.12:41558 > 93.184.216.10:443
559,2026-02-24T16:09:19+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41559,443,synthetic TCP packet 93.184.216.12:41559 > 93.184.216.10:443
560,2026-02-24T16:09:20+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41560,443,synthetic TCP packet 93.184.216.12:41560 > 93.184.216.10:443
561,2026-02-24T16:09:21+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41561,443,synthetic TCP packet 93.184.216.12:41561 > 93.184.216.10:443
562,2026-02-24T16:09:22+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41562,443,synthetic TCP packet 93.184.216.12:41562 > 93.184.216.10:443
563,2026-02-24T16:09:23+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41563,443,synthetic TCP packet 93.184.216.12:41563 > 93.184.216.10:443
564,2026-02-24T16:09:24+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41564,443,synthetic TCP packet 93.184.216.12:41564 > 93.184.216.10:443
565,2026-02-24T16:09:25+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41565,443,synthetic TCP packet 93.184.216.12:41565 > 93.184.216.10:443
566,2026-02-24T16:09:26+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41566,443,synthetic TCP packet 93.184.216.12:41566 > 93.184.216.10:443
567,2026-02-24T16:09:27+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41567,443,synthetic TCP packet 93.184.216.12:41567 > 93.184.216.10:443
568,2026-02-24T16:09:28+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41568,443,synthetic TCP packet 93.184.216.12:41568 > 93.184.216.10:443
569,2026-02-24T16:09:29+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41569,443,synthetic TCP packet 93.184.216.12:41569 > 93.184.216.10:443
570,2026-02-24T16:09:30+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41570,443,synthetic TCP packet 93.184.216.12:41570 > 93.184.216.10:443
571,2026-02-24T16:09:31+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41571,443,synthetic TCP packet 93.184.216.12:41571 > 93.184.216.10:443
572,2026-02-24T16:09:32+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41572,443,synthetic TCP packet 93.184.216.12:41572 > 93.184.216.10:443
573,2026-02-24T16:09:33+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41573,443,synthetic TCP packet 93.184.216.12:41573 > 93.184.216.10:443
574,2026-02-24T16:09:34+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41574,443,synthetic TCP packet 93.184.216.12:41574 > 93.184.216.10:443
575,2026-02-24T16:09:35+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41575,443,synthetic TCP packet 93.184.216.12:41575 > 93.184.216.10:443
576,2026-02-24T16:09:36+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41576,443,synthetic TCP packet 93.184.216.12:41576 > 93.184.216.10:443
577,2026-02-24T16:09:37+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41577,443,synthetic TCP packet 93.184.216.12:41577 > 93.184.216.10:443
578,2026-02-24T16:09:38+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41578,443,synthetic TCP packet 93.184.216.12:41578 > 93.184.216.10:443
579,2026-02-24T16:09:39+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41579,443,synthetic TCP packet 93.184.216.12:41579 > 93.184.216.10:443
580,2026-02-24T16:09:40+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41580,443,synthetic TCP packet 93.184.216.12:41580 > 93.184.216.10:443
581,2026-02-24T16:09:41+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41581,443,synthetic TCP packet 93.184.216.12:41581 > 93.184.216.10:443
582,2026-02-24T16:09:42+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41582,443,synthetic TCP packet 93.184.216.12:41582 > 93.184.216.10:443
583,2026-02-24T16:09:43+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41583,443,synthetic TCP packet 93.184.216.12:41583 > 93.184.216.10:443
584,2026-02-24T16:09:44+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41584,443,synthetic TCP packet 93.184.216.12:41584 > 93.184.216.10:443
585,2026-02-24T16:09:45+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41585,443,synthetic TCP packet 93.184.216.12:41585 > 93.184.216.10:443
586,2026-02-24T16:09:46+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41586,443,synthetic TCP packet 93.184.216.12:41586 > 93.184.216.10:443
587,2026-02-24T16:09:47+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41587,443,synthetic TCP packet 93.184.216.12:41587 > 93.184.216.10:443
588,2026-02-24T16:09:48+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41588,443,synthetic TCP packet 93.184.216.12:41588 > 93.184.216.10:443
589,2026-02-24T16:09:49+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41589,443,synthetic TCP packet 93.184.216.12:41589 > 93.184.216.10:443
590,2026-02-24T16:09:50+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41590,443,synthetic TCP packet 93.184.216.12:41590 > 93.184.216.10:443
591,2026-02-24T16:09:51+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41591,443,synthetic TCP packet 93.184.216.12:41591 > 93.184.216.10:443
592,2026-02-24T16:09:52+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41592,443,synthetic TCP packet 93.184.216.12:41592 > 93.184.216.10:443
593,2026-02-24T16:09:53+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41593,443,synthetic TCP packet 93.184.216.12:41593 > 93.184.216.10:443
594,2026-02-24T16:09:54+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41594,443,synthetic TCP packet 93.184.216.12:41594 > 93.184.216.10:443
595,2026-02-24T16:09:55+08:00,143,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.12,93.184.216.10,TCP,128,41595,443,synthetic TCP packet 93.184.216.12:41595 > 93.184.216.10:443
596,2026-02-24T16:09:56+08:00,235,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41596,443,synthetic TCP packet 93.184.216.10:41596 > 93.184.216.12:443
597,2026-02-24T16:09:57+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41597,443,synthetic TCP packet 93.184.216.10:41597 > 93.184.216.12:443
598,2026-02-24T16:09:58+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41598,443,synthetic TCP packet 93.184.216.10:41598 > 93.184.216.12:443
599,2026-02-24T16:09:59+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41599,443,synthetic TCP packet 93.184.216.10:41599 > 93.184.216.12:443
600,2026-02-24T16:10:00+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41600,443,synthetic TCP packet 93.184.216.10:41600 > 93.184.216.12:443
601,2026-02-24T16:10:01+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41601,443,synthetic TCP packet 93.184.216.10:41601 > 93.184.216.12:443
602,2026-02-24T16:10:02+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41602,443,synthetic TCP packet 93.184.216.10:41602 > 93.184.216.12:443
603,2026-02-24T16:10:03+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41603,443,synthetic TCP packet 93.184.216.10:41603 > 93.184.216.12:443
604,2026-02-24T16:10:04+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41604,443,synthetic TCP packet 93.184.216.10:41604 > 93.184.216.12:443
605,2026-02-24T16:10:05+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41605,443,synthetic TCP packet 93.184.216.10:41605 > 93.184.216.12:443
606,2026-02-24T16:10:06+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41606,443,synthetic TCP packet 93.184.216.10:41606 > 93.184.216.12:443
607,2026-02-24T16:10:07+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41607,443,synthetic TCP packet 93.184.216.10:41607 > 93.184.216.12:443
608,2026-02-24T16:10:08+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41608,443,synthetic TCP packet 93.184.216.10:41608 > 93.184.216.12:443
609,2026-02-24T16:10:09+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41609,443,synthetic TCP packet 93.184.216.10:41609 > 93.184.216.12:443
610,2026-02-24T16:10:10+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41610,443,synthetic TCP packet 93.184.216.10:41610 > 93.184.216.12:443
611,2026-02-24T16:10:11+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41611,443,synthetic TCP packet 93.184.216.10:41611 > 93.184.216.12:443
612,2026-02-24T16:10:12+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41612,443,synthetic TCP packet 93.184.216.10:41612 > 93.184.216.12:443
613,2026-02-24T16:10:13+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41613,443,synthetic TCP packet 93.184.216.10:41613 > 93.184.216.12:443
614,2026-02-24T16:10:14+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41614,443,synthetic TCP packet 93.184.216.10:41614 > 93.184.216.12:443
615,2026-02-24T16:10:15+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41615,443,synthetic TCP packet 93.184.216.10:41615 > 93.184.216.12:443
616,2026-02-24T16:10:16+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41616,443,synthetic TCP packet 93.184.216.10:41616 > 93.184.216.12:443
617,2026-02-24T16:10:17+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41617,443,synthetic TCP packet 93.184.216.10:41617 > 93.184.216.12:443
618,2026-02-24T16:10:18+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41618,443,synthetic TCP packet 93.184.216.10:41618 > 93.184.216.12:443
619,2026-02-24T16:10:19+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41619,443,synthetic TCP packet 93.184.216.10:41619 > 93.184.216.12:443
620,2026-02-24T16:10:20+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41620,443,synthetic TCP packet 93.184.216.10:41620 > 93.184.216.12:443
621,2026-02-24T16:10:21+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41621,443,synthetic TCP packet 93.184.216.10:41621 > 93.184.216.12:443
622,2026-02-24T16:10:22+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41622,443,synthetic TCP packet 93.184.216.10:41622 > 93.184.216.12:443
623,2026-02-24T16:10:23+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41623,443,synthetic TCP packet 93.184.216.10:41623 > 93.184.216.12:443
624,2026-02-24T16:10:24+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41624,443,synthetic TCP packet 93.184.216.10:41624 > 93.184.216.12:443
625,2026-02-24T16:10:25+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41625,443,synthetic TCP packet 93.184.216.10:41625 > 93.184.216.12:443
626,2026-02-24T16:10:26+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41626,443,synthetic TCP packet 93.184.216.10:41626 > 93.184.216.12:443
627,2026-02-24T16:10:27+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41627,443,synthetic TCP packet 93.184.216.10:41627 > 93.184.216.12:443
628,2026-02-24T16:10:28+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41628,443,synthetic TCP packet 93.184.216.10:41628 > 93.184.216.12:443
629,2026-02-24T16:10:29+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41629,443,synthetic TCP packet 93.184.216.10:41629 > 93.184.216.12:443
630,2026-02-24T16:10:30+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41630,443,synthetic TCP packet 93.184.216.10:41630 > 93.184.216.12:443
631,2026-02-24T16:10:31+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41631,443,synthetic TCP packet 93.184.216.10:41631 > 93.184.216.12:443
632,2026-02-24T16:10:32+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41632,443,synthetic TCP packet 93.184.216.10:41632 > 93.184.216.12:443
633,2026-02-24T16:10:33+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41633,443,synthetic TCP packet 93.184.216.10:41633 > 93.184.216.12:443
634,2026-02-24T16:10:34+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41634,443,synthetic TCP packet 93.184.216.10:41634 > 93.184.216.12:443
635,2026-02-24T16:10:35+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41635,443,synthetic TCP packet 93.184.216.10:41635 > 93.184.216.12:443
636,2026-02-24T16:10:36+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41636,443,synthetic TCP packet 93.184.216.10:41636 > 93.184.216.12:443
637,2026-02-24T16:10:37+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41637,443,synthetic TCP packet 93.184.216.10:41637 > 93.184.216.12:443
638,2026-02-24T16:10:38+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41638,443,synthetic TCP packet 93.184.216.10:41638 > 93.184.216.12:443
639,2026-02-24T16:10:39+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41639,443,synthetic TCP packet 93.184.216.10:41639 > 93.184.216.12:443
640,2026-02-24T16:10:40+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41640,443,synthetic TCP packet 93.184.216.10:41640 > 93.184.216.12:443
641,2026-02-24T16:10:41+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41641,443,synthetic TCP packet 93.184.216.10:41641 > 93.184.216.12:443
642,2026-02-24T16:10:42+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41642,443,synthetic TCP packet 93.184.216.10:41642 > 93.184.216.12:443
643,2026-02-24T16:10:43+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41643,443,synthetic TCP packet 93.184.216.10:41643 > 93.184.216.12:443
644,2026-02-24T16:10:44+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41644,443,synthetic TCP packet 93.184.216.10:41644 > 93.184.216.12:443
645,2026-02-24T16:10:45+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41645,443,synthetic TCP packet 93.184.216.10:41645 > 93.184.216.12:443
646,2026-02-24T16:10:46+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41646,443,synthetic TCP packet 93.184.216.10:41646 > 93.184.216.12:443
647,2026-02-24T16:10:47+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41647,443,synthetic TCP packet 93.184.216.10:41647 > 93.184.216.12:443
648,2026-02-24T16:10:48+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41648,443,synthetic TCP packet 93.184.216.10:41648 > 93.184.216.12:443
649,2026-02-24T16:10:49+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41649,443,synthetic TCP packet 93.184.216.10:41649 > 93.184.216.12:443
650,2026-02-24T16:10:50+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41650,443,synthetic TCP packet 93.184.216.10:41650 > 93.184.216.12:443
651,2026-02-24T16:10:51+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41651,443,synthetic TCP packet 93.184.216.10:41651 > 93.184.216.12:443
652,2026-02-24T16:10:52+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41652,443,synthetic TCP packet 93.184.216.10:41652 > 93.184.216.12:443
653,2026-02-24T16:10:53+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41653,443,synthetic TCP packet 93.184.216.10:41653 > 93.184.216.12:443
654,2026-02-24T16:10:54+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41654,443,synthetic TCP packet 93.184.216.10:41654 > 93.184.216.12:443
655,2026-02-24T16:10:55+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41655,443,synthetic TCP packet 93.184.216.10:41655 > 93.184.216.12:443
656,2026-02-24T16:10:56+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41656,443,synthetic TCP packet 93.184.216.10:41656 > 93.184.216.12:443
657,2026-02-24T16:10:57+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41657,443,synthetic TCP packet 93.184.216.10:41657 > 93.184.216.12:443
658,2026-02-24T16:10:58+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41658,443,synthetic TCP packet 93.184.216.10:41658 > 93.184.216.12:443
659,2026-02-24T16:10:59+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41659,443,synthetic TCP packet 93.184.216.10:41659 > 93.184.216.12:443
660,2026-02-24T16:11:00+08:00,126,02:00:00:00:00:02,02:00:00:00:00:01,93.184.216.10,93.184.216.12,TCP,128,41660,443,synthetic TCP packet 93.184.216.10:41660 > 93.184.216.12:443
